,id,title,authors,subjects,subject_split
78,arXiv:2006.10523,"
Title: Optimization of Fuzzy Controller of a Wind Power Plant Based on the  Swarm Intelligence
","
Authors:
Vadim Manusov, 
Pavel Matrenin
","
Subjects: Systems and Control (eess.SY); Artificial Intelligence (cs.AI); Neural and Evolutionary Computing (cs.NE)

","['Systems and Control (eess.SY)', 'Artificial Intelligence (cs.AI)', 'Neural and Evolutionary Computing (cs.NE)']"
79,arXiv:2006.10522,"
Title: PIDA: Smooth and Stable Flight Using Stochastic Dual Simplex Algorithm  and Genetic Filter
","
Authors:
Seid Miad Zandavi, 
Vera Chung, 
Ali Anaissi
","
Subjects: Robotics (cs.RO); Systems and Control (eess.SY)

","['Robotics (cs.RO)', 'Systems and Control (eess.SY)']"
80,arXiv:2006.10521,"
Title: LSTM-TrajGAN: A Deep Learning Approach to Trajectory Privacy Protection
","
Authors:
Jinmeng Rao, 
Song Gao, 
Yuhao Kang, 
Qunying Huang
","
Subjects: Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Cryptography and Security (cs.CR)

","['Machine Learning (cs.LG)', 'Artificial Intelligence (cs.AI)', 'Cryptography and Security (cs.CR)']"
81,arXiv:2006.10520,"
Title: Multi-view Low-rank Preserving Embedding: A Novel Method for Multi-view  Representation
","
Authors:
Xiangzhu Meng, 
Lin Feng, 
Huibing Wang
","
Subjects: Machine Learning (cs.LG); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (stat.ML)']"
82,arXiv:2006.10518,"
Title: Improving Post Training Neural Quantization: Layer-wise Calibration and  Integer Programming
","
Authors:
Itay Hubara, 
Yury Nahshan, 
Yair Hanani, 
Ron Banner, 
Daniel Soudry
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
83,arXiv:2006.10517,"
Title: Privacy-Preserving Technology to Help Millions of People: Federated  Prediction Model for Stroke Prevention
","
Authors:
Ce Ju, 
Ruihui Zhao, 
Jichao Sun, 
Xiguang Wei, 
Bo Zhao, 
Yang Liu, 
Hongshan Li, 
Tianjian Chen, 
Xinwei Zhang, 
Dashan Gao, 
Ben Tan, 
Han Yu, 
Yuan Jin
","
Subjects: Machine Learning (cs.LG); Cryptography and Security (cs.CR)

","['Machine Learning (cs.LG)', 'Cryptography and Security (cs.CR)']"
84,arXiv:2006.10516,"
Title: Self-Attention Enhanced Patient Journey Understanding in Healthcare  System
","
Authors:
Xueping Peng, 
Guodong Long, 
Tao Shen, 
Sen Wang, 
Jing Jiang
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
85,arXiv:2006.10511,"
Title: Contrastive learning of global and local features for medical image  segmentation with limited annotations
","
Authors:
Krishna Chaitanya, 
Ertunc Erdil, 
Neerav Karani, 
Ender Konukoglu
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Image and Video Processing (eess.IV); Machine Learning (stat.ML)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)', 'Image and Video Processing (eess.IV)', 'Machine Learning (stat.ML)']"
86,arXiv:2006.10509,"
Title: Structure and Design of HoloGen
","
Authors:
Peter J. Christopher, 
Timothy D. Wilkinson
","
Subjects: Graphics (cs.GR); Computer Vision and Pattern Recognition (cs.CV)

","['Graphics (cs.GR)', 'Computer Vision and Pattern Recognition (cs.CV)']"
87,arXiv:2006.10504,"
Title: Practical Large-Scale Distributed Parallel Monte-Carlo Tree Search  Applied to Molecular Design
","
Authors:
Xiufeng Yang, 
Tanuj Kr Aasawat, 
Kazuki Yoshizoe
","
Subjects: Artificial Intelligence (cs.AI); Distributed, Parallel, and Cluster Computing (cs.DC)

","['Artificial Intelligence (cs.AI)', 'Distributed, Parallel, and Cluster Computing (cs.DC)']"
88,arXiv:2006.10503,"
Title: SE(3)-Transformers: 3D Roto-Translation Equivariant Attention Networks
","
Authors:
Fabian B. Fuchs, 
Daniel E. Worrall, 
Volker Fischer, 
Max Welling
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
89,arXiv:2006.10502,"
Title: Distillation of neural network models for detection and description of  key points of images
","
Authors:
A.V. Yashchenko, 
A.V. Belikov, 
M.V. Peterson, 
A.S. Potapov
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Image and Video Processing (eess.IV)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)', 'Image and Video Processing (eess.IV)']"
90,arXiv:2006.10500,"
Title: ReenactNet: Real-time Full Head Reenactment
","
Authors:
Mohammad Rami Koujan, 
Michail Christos Doukas, 
Anastasios Roussos, 
Stefanos Zafeiriou
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
91,arXiv:2006.10499,"
Title: Real-Time Monocular 4D Face Reconstruction using the LSFM models
","
Authors:
Mohammad Rami Koujan, 
Nikolai Dochev, 
Anastasios Roussos
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
92,arXiv:2006.10498,"
Title: Neutralizing Self-Selection Bias in Sampling for Sortition
","
Authors:
Bailey Flanigan, 
Paul Gölz, 
Anupam Gupta, 
Ariel Procaccia
","
Subjects: Computer Science and Game Theory (cs.GT)
",['Computer Science and Game Theory (cs.GT)']
93,arXiv:2006.10494,"
Title: The Only Undoable CRDTs are Counters
","
Authors:
Stephen Dolan
","
Subjects: Distributed, Parallel, and Cluster Computing (cs.DC)
","['Distributed, Parallel, and Cluster Computing (cs.DC)']"
94,arXiv:2006.10491,"
Title: On Subgame Perfect Equilibria in Turn-Based Reachability Timed Games
","
Authors:
Thomas Brihaye, 
Aline Goeminne
","
Subjects: Computer Science and Game Theory (cs.GT)
",['Computer Science and Game Theory (cs.GT)']
95,arXiv:2006.10483,"
Title: Algorithmic Decision Making with Conditional Fairness
","
Authors:
Renzhe Xu, 
Peng Cui, 
Kun Kuang, 
Bo Li, 
Linjun Zhou, 
Zheyan Shen, 
Wei Cui
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
96,arXiv:2006.10481,"
Title: Identification of Practices and Capabilities in API Management: A  Systematic Literature Review
","
Authors:
Max Mathijssen, 
Michiel Overeem, 
Slinger Jansen
","
Subjects: Software Engineering (cs.SE)
",['Software Engineering (cs.SE)']
97,arXiv:2006.10475,"
Title: Design and Control of Steam Flow in Cement Production Process using  Neural Network Based Controllers
","
Authors:
Mustefa Jibril, 
Messay Tadese, 
Eliyas Alemayehu Tadese
","
Subjects: Systems and Control (eess.SY)
",['Systems and Control (eess.SY)']
98,arXiv:2006.10468,"
Title: Body Travel Performance Improvement of Space Vehicle Electromagnetic  Suspension System using LQG and LQI Control Methods
","
Authors:
Mustefa Jibril, 
Messay Tadese, 
Eliyas Alemayehu Tadese
","
Subjects: Systems and Control (eess.SY)
",['Systems and Control (eess.SY)']
99,arXiv:2006.10461,"
Title: SXL: Spatially explicit learning of geographic processes with auxiliary  tasks
","
Authors:
Konstantin Klemmer, 
Daniel B. Neill
","
Subjects: Machine Learning (cs.LG); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (stat.ML)']"
100,arXiv:2006.10460,"
Title: Confident Off-Policy Evaluation and Selection through Self-Normalized  Importance Weighting
","
Authors:
Ilja Kuzborskij, 
Claire Vernade, 
András György, 
Csaba Szepesvári
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
101,arXiv:2006.10457,"
Title: Language Guided Networks for Cross-modal Moment Retrieval
","
Authors:
Kun Liu, 
Xun Yang, 
Tat-seng Chua, 
Huadong Ma, 
Chuang Gan
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
102,arXiv:2006.10456,"
Title: Palette Sparsification Beyond $(Δ+1)$ Vertex Coloring
","
Authors:
Noga Alon, 
Sepehr Assadi
","
Subjects: Data Structures and Algorithms (cs.DS); Discrete Mathematics (cs.DM)

","['Data Structures and Algorithms (cs.DS)', 'Discrete Mathematics (cs.DM)']"
103,arXiv:2006.10453,"
Title: Deep Multitask Learning for Pervasive BMI Estimation and Identity  Recognition in Smart Beds
","
Authors:
Vandad Davoodnia, 
Monet Slinowsky, 
Ali Etemad
","
Subjects: Signal Processing (eess.SP); Machine Learning (cs.LG)

","['Signal Processing (eess.SP)', 'Machine Learning (cs.LG)']"
104,arXiv:2006.10451,"
Title: Learning High-Resolution Domain-Specific Representations with a GAN  Generator
","
Authors:
Danil Galeev, 
Konstantin Sofiiuk, 
Danila Rukhovich, 
Mikhail Romanov, 
Olga Barinova, 
Anton Konushin
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
105,arXiv:2006.10444,"
Title: Parameterized Inapproximability of Independent Set in $H$-Free Graphs
","
Authors:
Pavel Dvořák, 
Andreas Emil Feldmann, 
Ashutosh Rai, 
Paweł Rzążewski
","
Subjects: Computational Complexity (cs.CC)
",['Computational Complexity (cs.CC)']
106,arXiv:2006.10443,"
Title: Distributed Value Function Approximation for Collaborative Multi-Agent  Reinforcement Learning
","
Authors:
Milos S. Stankovic, 
Marko Beko, 
Srdjan S. Stankovic
","
Subjects: Machine Learning (cs.LG); Distributed, Parallel, and Cluster Computing (cs.DC); Systems and Control (eess.SY); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Distributed, Parallel, and Cluster Computing (cs.DC)', 'Systems and Control (eess.SY)', 'Machine Learning (stat.ML)']"
107,arXiv:2006.10439,"
Title: Bi-Abduction for Shapes with Ordered Data
","
Authors:
Christopher Curry, 
Quang Loc Le
","
Subjects: Logic in Computer Science (cs.LO)
",['Logic in Computer Science (cs.LO)']
108,arXiv:2006.10437,"
Title: ""EHLO WORLD"" -- Checking If Your Conversational AI Knows Right from  Wrong
","
Authors:
Elayne Ruane, 
Vivek Nallur
","
Subjects: Computers and Society (cs.CY); Artificial Intelligence (cs.AI)

","['Computers and Society (cs.CY)', 'Artificial Intelligence (cs.AI)']"
109,arXiv:2006.10427,"
Title: PU-CPI solution of Laplacian eigenvalue problems
","
Authors:
Antti Hannukainen, 
Jarmo Malinen, 
Antti Ojalammi
","
Subjects: Numerical Analysis (math.NA)
",['Numerical Analysis (math.NA)']
110,arXiv:2006.10424,"
Title: An Investigation of the Weight Space for Version Control of Neural  Networks
","
Authors:
Konstantin Schürholt, 
Damian Borth
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
111,arXiv:2006.10422,"
Title: Train Unit Shunting and Servicing: a Real-Life Application of  Multi-Agent Path Finding
","
Authors:
Jesse Mulderij (1), 
Bob Huisman (2), 
Denise Tönissen (3), 
Koos van der Linden (1), 
Mathijs de Weerdt (1) ((1) Delft University of Technology, (2) Nederlandse Spoorwegen, (3) Vrije Universiteit Amsterdam)
","
Subjects: Multiagent Systems (cs.MA); Discrete Mathematics (cs.DM)

","['Multiagent Systems (cs.MA)', 'Discrete Mathematics (cs.DM)']"
112,arXiv:2006.10413,"
Title: Pre-trained Language Models as Symbolic Reasoners over Knowledge?
","
Authors:
Nora Kassner, 
Benno Kroje, 
Hinrich Schütze
","
Subjects: Computation and Language (cs.CL)
",['Computation and Language (cs.CL)']
113,arXiv:2006.10412,"
Title: Open Ad Hoc Teamwork using Graph-based Policy Learning
","
Authors:
Arrasy Rahman, 
Niklas Hopner, 
Filippos Christianos, 
Stefano V. Albrecht
","
Subjects: Machine Learning (cs.LG); Multiagent Systems (cs.MA); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Multiagent Systems (cs.MA)', 'Machine Learning (stat.ML)']"
114,arXiv:2006.10411,"
Title: Sparse Bottleneck Networks for Exploratory Analysis and Visualization of  Neural Patch-seq Data
","
Authors:
Yves Bernaerts, 
Philipp Berens, 
Dmitry Kobak
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
115,arXiv:2006.10410,"
Title: DREAM: Deep Regret minimization with Advantage baselines and Model-free  learning
","
Authors:
Eric Steinberger, 
Adam Lerer, 
Noam Brown
","
Subjects: Machine Learning (cs.LG); Computer Science and Game Theory (cs.GT); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Computer Science and Game Theory (cs.GT)', 'Machine Learning (stat.ML)']"
116,arXiv:2006.10409,"
Title: A softwarized perspective of the 5G networks
","
Authors:
Kleber Vieira Cardoso, 
Cristiano Bonato Both, 
Lúcio Rene Prade, 
Ciro J. A. Macedo, 
Victor Hugo L. Lopes
","
Subjects: Networking and Internet Architecture (cs.NI)
",['Networking and Internet Architecture (cs.NI)']
117,arXiv:2006.10408,"
Title: Overcoming Classifier Imbalance for Long-tail Object Detection with  Balanced Group Softmax
","
Authors:
Yu Li, 
Tao Wang, 
Bingyi Kang, 
Sheng Tang, 
Chunfeng Wang, 
Jintao Li, 
Jiashi Feng
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
118,arXiv:2006.10406,"
Title: Fourth-Order Anisotropic Diffusion for Inpainting and Image Compression
","
Authors:
Ikram Jumakulyyev, 
Thomas Schultz
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
119,arXiv:2006.10398,"
Title: Leveraging Model Inherent Variable Importance for Stable Online Feature  Selection
","
Authors:
Johannes Haug, 
Martin Pawelczyk, 
Klaus Broelemann, 
Gjergji Kasneci
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
120,arXiv:2006.10396,"
Title: OMBA: User-Guided Product Representations for Online Market Basket  Analysis
","
Authors:
Amila Silva, 
Ling Luo, 
Shanika Karunasekera, 
Christopher Leckie
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
121,arXiv:2006.10389,"
Title: Interactive Recommender System via Knowledge Graph-enhanced  Reinforcement Learning
","
Authors:
Sijin Zhou, 
Xinyi Dai, 
Haokun Chen, 
Weinan Zhang, 
Kan Ren, 
Ruiming Tang, 
Xiuqiang He, 
Yong Yu
","
Subjects: Information Retrieval (cs.IR)
",['Information Retrieval (cs.IR)']
122,arXiv:2006.10387,"
Title: A Theory of Black-Box Tests
","
Authors:
Mohammad Torabi Dashti, 
David Basin
","
Subjects: Software Engineering (cs.SE); Logic in Computer Science (cs.LO)

","['Software Engineering (cs.SE)', 'Logic in Computer Science (cs.LO)']"
123,arXiv:2006.10386,"
Title: SceneAdapt: Scene-based domain adaptation for semantic segmentation  using adversarial learning
","
Authors:
Daniele Di Mauro, 
Antonino Furnari, 
Giuseppe Patanè, 
Sebastiano Battiato, 
Giovanni Maria Farinella
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
124,arXiv:2006.10385,"
Title: Topology synthesis of a 3-kink contact-aided compliant switch
","
Authors:
B V S Nagendra Reddy, 
Anupam Saxena
","
Subjects: Computational Engineering, Finance, and Science (cs.CE)
","['Computational Engineering, Finance, and Science (cs.CE)']"
125,arXiv:2006.10383,"
Title: 3D Pipe Network Reconstruction Based on Structure from Motion with  Incremental Conic Shape Detection and Cylindrical Constraint
","
Authors:
Sho kagami, 
Hajime Taira, 
Naoyuki Miyashita, 
Akihiko Torii, 
Masatoshi Okutomi
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
126,arXiv:2006.10382,"
Title: No projective 16-divisible binary linear code of length 131 exists
","
Authors:
Sascha Kurz
","
Subjects: Information Theory (cs.IT); Combinatorics (math.CO)

","['Information Theory (cs.IT)', 'Combinatorics (math.CO)']"
127,arXiv:2006.10380,"
Title: Video Semantic Segmentation with Distortion-Aware Feature Correction
","
Authors:
Jiafan Zhuang, 
Zilei Wang, 
Bingke Wang
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
128,arXiv:2006.10379,"
Title: Temperature-Dependent Modeling of Thermoelectric Elements
","
Authors:
Enzo Evers, 
Rens Slenders, 
Rob van Gils, 
Tom Oomen
","
Subjects: Systems and Control (eess.SY)
",['Systems and Control (eess.SY)']
129,arXiv:2006.10373,"
Title: On Frequency Response Function Identification for Advanced Motion  Control
","
Authors:
Enzo Evers, 
Robbert Voorhoeve, 
Tom Oomen
","
Subjects: Systems and Control (eess.SY)
",['Systems and Control (eess.SY)']
130,arXiv:2006.10371,"
Title: Conformal Moduli of Symmetric Circular Quadrilaterals With Cusps
","
Authors:
Harri Hakula, 
Semen Nasyrov, 
Matti Vuorinen
","
Subjects: Numerical Analysis (math.NA)
",['Numerical Analysis (math.NA)']
131,arXiv:2006.10370,"
Title: On the Robustness of Active Learning
","
Authors:
Lukas Hahn, 
Lutz Roese-Koerner, 
Peet Cremer, 
Urs Zimmermann, 
Ori Maoz, 
Anton Kummert
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)']"
132,arXiv:2006.10369,"
Title: Deep Encoder, Shallow Decoder: Reevaluating the Speed-Quality Tradeoff  in Machine Translation
","
Authors:
Jungo Kasai, 
Nikolaos Pappas, 
Hao Peng, 
James Cross, 
Noah A. Smith
","
Subjects: Computation and Language (cs.CL)
",['Computation and Language (cs.CL)']
133,arXiv:2006.10366,"
Title: A Mechanical Screwing Tool for 2-Finger Parallel Grippers -- Design,  Optimization, and Manipulation Policies
","
Authors:
Zhengtao Hu, 
Weiwei Wan, 
Keisuke Koyama, 
Kensuke Harada
","
Subjects: Robotics (cs.RO)
",['Robotics (cs.RO)']
134,arXiv:2006.10365,"
Title: Efficient Planar Two-Center Algorithms
","
Authors:
Jongmin Choi, 
Hee-Kap Ahn
","
Subjects: Computational Geometry (cs.CG)
",['Computational Geometry (cs.CG)']
135,arXiv:2006.10364,"
Title: On the Parameterized Approximability of Contraction to Classes of  Chordal Graphs
","
Authors:
Spoorthy Gunda, 
Pallavi Jain, 
Daniel Lokshtanov, 
Saket Saurabh, 
Prafullkumar Tale
","
Subjects: Data Structures and Algorithms (cs.DS)
",['Data Structures and Algorithms (cs.DS)']
136,arXiv:2006.10361,"
Title: A 3/2--approximation for big two-bar charts packing
","
Authors:
Adil Erzin, 
Stepan Nazarenko, 
Gregory Melidi, 
Roman Plotnikov
","
Subjects: Data Structures and Algorithms (cs.DS); Discrete Mathematics (cs.DM)

","['Data Structures and Algorithms (cs.DS)', 'Discrete Mathematics (cs.DM)']"
137,arXiv:2006.10356,"
Title: Learning by Repetition: Stochastic Multi-armed Bandits under Priming  Effect
","
Authors:
Priyank Agrawal, 
Theja Tulabandhula
","
Subjects: Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Artificial Intelligence (cs.AI)', 'Machine Learning (stat.ML)']"
138,arXiv:2006.10355,"
Title: DrNAS: Dirichlet Neural Architecture Search
","
Authors:
Xiangning Chen, 
Ruochen Wang, 
Minhao Cheng, 
Xiaocheng Tang, 
Cho-Jui Hsieh
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
139,arXiv:2006.10351,"
Title: Reconstruction of finite volume solution for parameter-dependent linear  hyperbolic conservation laws
","
Authors:
Marie Billaud-Friess, 
Thomas Heuzé
","
Subjects: Numerical Analysis (math.NA)
",['Numerical Analysis (math.NA)']
140,arXiv:2006.10350,"
Title: Kernel methods through the roof: handling billions of points efficiently
","
Authors:
Giacomo Meanti, 
Luigi Carratino, 
Lorenzo Rosasco, 
Alessandro Rudi
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
141,arXiv:2006.10347,"
Title: Automated Radiological Report Generation For Chest X-Rays With  Weakly-Supervised End-to-End Deep Learning
","
Authors:
Shuai Zhang, 
Xiaoyan Xin, 
Yang Wang, 
Yachong Guo, 
Qiuqiao Hao, 
Xianfeng Yang, 
Jun Wang, 
Jian Zhang, 
Bing Zhang, 
Wei Wang
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
142,arXiv:2006.10345,"
Title: Quantifying Assurance in Learning-enabled Systems
","
Authors:
Erfan Asaadi, 
Ewen Denney, 
Ganesh Pai
","
Subjects: Software Engineering (cs.SE); Machine Learning (cs.LG); Systems and Control (eess.SY)

","['Software Engineering (cs.SE)', 'Machine Learning (cs.LG)', 'Systems and Control (eess.SY)']"
143,arXiv:2006.10343,"
Title: Advances in Black-Box VI: Normalizing Flows, Importance Weighting, and  Optimization
","
Authors:
Abhinav Agrawal, 
Daniel Sheldon, 
Justin Domke
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
144,arXiv:2006.10337,"
Title: Category-Specific CNN for Visual-aware CTR Prediction at JD.com
","
Authors:
Hu Liu, 
Jing Lu, 
Hao Yang, 
Xiwei Zhao, 
Sulong Xu, 
Hao Peng, 
Zehua Zhang, 
Wenjie Niu, 
Xiaokun Zhu, 
Yongjun Bao, 
Weipeng Yan
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
145,arXiv:2006.10336,"
Title: Cascaded Regression Tracking: Towards Online Hard Distractor  Discrimination
","
Authors:
Ning Wang, 
Wengang Zhou, 
Qi Tian, 
Houqiang Li
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
146,arXiv:2006.10334,"
Title: Extraction and Evaluation of Formulaic Expressions Used in Scholarly  Papers
","
Authors:
Kenichi Iwatsuki, 
Florian Boudin, 
Akiko Aizawa
","
Subjects: Computation and Language (cs.CL); Digital Libraries (cs.DL)

","['Computation and Language (cs.CL)', 'Digital Libraries (cs.DL)']"
147,arXiv:2006.10333,"
Title: A discrete-event simulation model for driver performance assessment:  application to autonomous vehicle cockpit design optimization
","
Authors:
Ilya Yuskevich (IRT SystemX, LGI), 
A. Hein (LGI), 
Kahina Amokrane-Ferka (IRT SystemX), 
Abdelkrim Doufene (IRT SystemX), 
Marija Jankovic (LGI)
","
Subjects: Human-Computer Interaction (cs.HC)
",['Human-Computer Interaction (cs.HC)']
148,arXiv:2006.10331,"
Title: MMCGAN: Generative Adversarial Network with Explicit Manifold Prior
","
Authors:
Guanhua Zheng, 
Jitao Sang, 
Changsheng Xu
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
149,arXiv:2006.10330,"
Title: A Shooting Formulation of Deep Learning
","
Authors:
François-Xavier Vialard (ligm), 
Roland Kwitt, 
Susan Wei, 
Marc Niethammer
","
Subjects: Neural and Evolutionary Computing (cs.NE); Machine Learning (cs.LG); Optimization and Control (math.OC)

","['Neural and Evolutionary Computing (cs.NE)', 'Machine Learning (cs.LG)', 'Optimization and Control (math.OC)']"
150,arXiv:2006.10320,"
Title: Reconfigurable Intelligent Surfaces for Energy Efficiency in D2D  Communication Network
","
Authors:
Shuaiqi Jia, 
Xiaojun Yuan, 
Ying-Chang Liang
","
Subjects: Information Theory (cs.IT); Signal Processing (eess.SP)

","['Information Theory (cs.IT)', 'Signal Processing (eess.SP)']"
151,arXiv:2006.10318,"
Title: Drift with Devil: Security of Multi-Sensor Fusion based Localization in  High-Level Autonomous Driving under GPS Spoofing (Extended Version)
","
Authors:
Junjie Shen, 
Jun Yeon Won, 
Zeyuan Chen, 
Qi Alfred Chen
","
Subjects: Cryptography and Security (cs.CR); Robotics (cs.RO)

","['Cryptography and Security (cs.CR)', 'Robotics (cs.RO)']"
152,arXiv:2006.10310,"
Title: Neural Architecture Optimization with Graph VAE
","
Authors:
Jian Li, 
Yong Liu, 
Jiankun Liu, 
Weiping Wang
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
153,arXiv:2006.10307,"
Title: Multivariate spline bases, oriented matroids and zonotopal tilings
","
Authors:
Hélène Barucq (Magique 3D), 
Henri Calandra (CSTJF), 
Julien Diaz (LMAP, Magique 3D), 
Stefano Frambati (CSTJF, Magique 3D)
","
Subjects: Numerical Analysis (math.NA)
",['Numerical Analysis (math.NA)']
154,arXiv:2006.10306,"
Title: A Survey of COVID-19 Contact Tracing Apps
","
Authors:
Nadeem Ahmed, 
Regio A. Michelin, 
Wanli Xue, 
Sushmita Ruj, 
Robert Malaney, 
Salil S. Kanhere, 
Aruna Seneviratne, 
Wen Hu, 
Helge Janicke, 
Sanjay Jha
","
Subjects: Cryptography and Security (cs.CR)
",['Cryptography and Security (cs.CR)']
155,arXiv:2006.10304,"
Title: Automatic Speech Recognition Benchmark for Air-Traffic Communications
","
Authors:
Juan Zuluaga-Gomez, 
Petr Motlicek, 
Qingran Zhan, 
Karel Vesely, 
Rudolf Braun
","
Subjects: Computation and Language (cs.CL); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Sound (cs.SD); Audio and Speech Processing (eess.AS)

","['Computation and Language (cs.CL)', 'Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)', 'Sound (cs.SD)', 'Audio and Speech Processing (eess.AS)']"
156,arXiv:2006.10302,"
Title: Approximate bi-criteria search by efficient representation of subsets of  the Pareto-optimal frontier
","
Authors:
Oren Salzman
","
Subjects: Data Structures and Algorithms (cs.DS)
",['Data Structures and Algorithms (cs.DS)']
157,arXiv:2006.10297,"
Title: Joint Contrastive Learning for Unsupervised Domain Adaptation
","
Authors:
Changhwa Park, 
Jonghyun Lee, 
Jaeyoon Yoo, 
Minhoe Hur, 
Sungroh Yoon
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)']"
158,arXiv:2006.10293,"
Title: GAT-GMM: Generative Adversarial Training for Gaussian Mixture Models
","
Authors:
Farzan Farnia, 
William Wang, 
Subhro Das, 
Ali Jadbabaie
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
159,arXiv:2006.10289,"
Title: On the Design of Chaos-Based S-boxes
","
Authors:
Miroslav Dimitrov
","
Subjects: Cryptography and Security (cs.CR)
",['Cryptography and Security (cs.CR)']
160,arXiv:2006.10286,"
Title: Cyclic space-filling curves and their clustering property
","
Authors:
Igor V. Netay
","
Subjects: Data Structures and Algorithms (cs.DS); Computational Geometry (cs.CG)

","['Data Structures and Algorithms (cs.DS)', 'Computational Geometry (cs.CG)']"
